product_category,product_colour,product_currency,product_description,product_link,product_name,product_price,product_region,product_size,product_time
Clothing,blue,$,"The Versace Compilation motif decorates these sweatpants that have a patchworked finish, made from archival logos. Crafted from stretch jersey, this pair falls in a slim fit.",https://www.versace.com/us/en-us/men/clothing/versace-compilation-sweatpants-a2339/A84841-A230656_A2339.html?cgid=220000,Versace Compilation Sweatpants,$995,United States,"S,M,L,XL,2XL,3XL,4XL",2020-03-30 19:54:41.434249
Clothing,blue,$,This jacket has been crafted from technical stretch jersey and comes in a striking bi-color finish. The Medusa and logo print completes the piece on a recognizable note.,https://www.versace.com/us/en-us/men/clothing/versace-compilation-jacket-a2339/A84842-A230656_A2339.html?cgid=220000,Versace Compilation Jacket,"$1,795",United States,"S,M,L,XL,2XL,3XL",2020-03-30 19:54:41.472352
Clothing,gray,$,This T-shirt features a patchwork of Versace logos stitched together in diagonal silk inserts. It's been crafted from organic cotton jersey.,https://www.versace.com/us/en-us/men/clothing/versace-compilation-print-t-shirt-a8026/A84501-A228806_A8026.html?cgid=220000,Versace Compilation Print T-Shirt,$775,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:41.532657
Clothing,print,$,This Versace Compilation sweater has been crafted using various logos from the label's archives patchworked together.,https://www.versace.com/us/en-us/men/clothing/versace-compilation-sweater-a3506/A84887-A232232_A3506.html?cgid=220000,Versace Compilation Sweater,$975,United States,"46,48,50,52,54,56",2020-03-30 19:54:41.648997
Clothing,print,$,"Briefs in the iconic Barocco print, featuring an elasticized waistband with the Greca and a central Medusa motif.",https://www.versace.com/us/en-us/men/clothing/barocco-print-briefs-a7900/AUU03029-A233294_A7900.html?cgid=220000,Barocco Print Briefs,$150,United States,"3,4,5,6,7,8",2020-03-30 19:54:41.694964
Clothing,Print,$,These sweatpants merge heritage with contemporary by using the Le Pop Classique print and sporty silhouette. They're designed with a slim fit and have a comfort-boasting elasticated waist and cuffs.,https://www.versace.com/us/en-us/men/clothing/le-pop-classique-print-nylon-sweatpants-a7207/A84825-A232533_A7207.html?cgid=220000,Le Pop Classique Print Nylon Sweatpants,$825,United States,"46,48,50,52,54,56",2020-03-30 19:54:41.730779
Clothing,print,$,This sports-inspired jacket is detailed with a statement print made from three heritage logos spliced together. It's crafted from lightweight nylon and detailed with a sharp collar and drawstring hem.,https://www.versace.com/us/en-us/men/clothing/versace-compilation-jacket-a4227/A84849-A232567_A4227.html?cgid=220000,Versace Compilation Jacket,"$1,995",United States,"48,50,52,54",2020-03-30 19:54:43.734392
Clothing,black,$,This track-inspired jacket is made from lightweight nylon and features a Greca motif jacquard silk insert. The zip-front design is enhanced by a half Medusa print and bold Versace logo.,https://www.versace.com/us/en-us/men/clothing/medusa-logo-hooded-jacket-a4008/A84360-A232567_A4008.html?cgid=220000,Medusa Logo Hooded Jacket,"$1,425",United States,"48,50,52,54",2020-03-30 19:54:43.801735
Clothing,neutrals,$,"Embroidered with the House's signature Safety Pin motif in gold, these pants have been crafted from cotton gabardine and are cut in a slim fit.",https://www.versace.com/us/en-us/men/clothing/embroidered-safety-pin-pants-a1075/A85214-A229957_A1075.html?cgid=220000,Embroidered Safety Pin Pants,"$1,225",United States,"48,50,52,54",2020-03-30 19:54:43.841141
Clothing,black,$,This quilted jacket has been padded with warming down and features a protective hood. The silk insertled finish depicts Versace's iconic Medusa motif as well as Greca stripes.,https://www.versace.com/us/en-us/men/clothing/medusa-logo-puffer-jacket-a4008/A85198-A232567_A4008.html?cgid=220000,Medusa Logo Puffer Jacket,"$2,575",United States,"44,50,52,54",2020-03-30 19:54:43.876418
Clothing,Black,$,,https://www.versace.com/us/en-us/men/clothing/safety-pin-embroidered-polo-shirt-a2003/A85115-A231240_A2003.html?cgid=220000,Safety Pin Embroidered Polo Shirt,$775,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL",2020-03-30 19:54:43.912270
Clothing,white,$,"Subtly embroidered with Gianni Versace's original handwritten signature, this shirt has been crafted from cotton poplin in classic white. The button-up design also features a decorative print on the inside of the collar.",https://www.versace.com/us/en-us/men/clothing/embroidered-gv-signature-shirt-a1001/A85129-A222394_A1001.html?cgid=220000,Embroidered GV Signature Shirt,$525,United States,"39,40,41,42,43",2020-03-30 19:54:44.419451
Clothing,Light Blue,$,"This shirt has been crafted from pure denim in a loose fit. Punctuated by glossy snap buttons, its chest pocket is printed with the Versace Compilation motif.",https://www.versace.com/us/en-us/men/clothing/versace-compilation-denim-shirt-a8005/A85194-A232937_A8005.html?cgid=220000,Versace Compilation Denim Shirt,"$1,150",United States,"38,39,40,41,42,43",2020-03-30 19:54:44.464193
Clothing,neutrals,$,These pants have been crafted from cotton gabardine and are cut in a slim fit. The back pocket and waistband are printed with the Versace Compilation motif: created by splicing logos together from the archives.,https://www.versace.com/us/en-us/men/clothing/versace-compilation-pants-a1139/A85221-A226391_A1139.html?cgid=220000,Versace Compilation Pants,$725,United States,"48,52",2020-03-30 19:54:44.508112
Clothing,neutrals,$,"This trench coat has been crafted from lustrous cotton gabardine. It features classic details like epaulettes, a belted waist, storm flap and buckled cuffs. The belt's reverse is enhanced by a vibrant Versace print.",https://www.versace.com/us/en-us/men/clothing/cotton-gabardine-trench-coat-a1075/A84349-A229957_A1075.html?cgid=220000,Cotton Gabardine Trench Coat,"$2,575",United States,"48,50,52",2020-03-30 19:54:44.557398
Clothing,blue+red,$,"With thin pinstripes, these pants are detailed with Gianni Versace's original handwritten signature. They've been crafted from cotton and silk-blend and fall in a slim fit.",https://www.versace.com/us/en-us/men/clothing/gv-signature-pants-a5020/A81852-A232600_A5020.html?cgid=220000,GV Signature Pants,$995,United States,"48,50,52,54",2020-03-30 19:54:45.248418
Clothing,white+print,$,"Crafted from organic cotton, this T-shirt features a chest pocket that's detailed with intricate embroidery depicting the House's iconic Medusa motif. It's designed in a regular fit for effortless wear.",https://www.versace.com/us/en-us/men/clothing/medusa-embroidered-t-shirt-a2088/A85170-A228806_A2088.html?cgid=220000,Medusa Embroidered T-Shirt,$475,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:45.291365
Clothing,white+print,$,"This organic cotton T-shirt is enhanced by gold-tone studs depicting the Medusa motif reimagined as a star-shaped sheriff's badge. It's designed with a slim fit, crew neck and short sleeves.",https://www.versace.com/us/en-us/men/clothing/studded-medusa-western-t-shirt-a2088/A85171-A228806_A2088.html?cgid=220000,Studded Medusa Western T-Shirt,$995,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:45.443302
Clothing,print,$,This short-sleeved shirt is printed with the Barocco Western motif which combines a signature House code with cowboy influences. It's crafted from silk twill and detailed with a button-down front and contrast color palette.,https://www.versace.com/us/en-us/men/clothing/barocco-western-silk-twill-shirt-a7369/A81630-A232646_A7369.html?cgid=220000,Barocco Western Silk Twill Shirt,$995,United States,"39,40,41,42",2020-03-30 19:54:45.482052
New In,black,$,"Following the runway theme of status symbol race cars as emblems of coming of age, this phone case reimagines the House's logo as a vanity license plate.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/license-plate-logo-phone-case-d41p/DPY8066T-DPOTR_DTU_UNICA_D41P__.html?cgid=210000,License Plate Logo Phone Case,$150,United States,no available,2020-03-30 19:54:46.256663
Clothing,blue,$,This T-shirt has been crafted from cotton and is appliqued with embroidered logo patches.,https://www.versace.com/us/en-us/men/clothing/embroidered-logo-t-shirt-a1380/A85168-A228806_A1380.html?cgid=220000,Embroidered Logo T-Shirt,$650,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:46.309891
Clothing,print,$,"Featuring this season's Palm Springs print, these jeans make a statement with their all-over color and pattern. They're crafted from stretch denim and have a high waist and regular fit.",https://www.versace.com/us/en-us/men/clothing/palm-springs-print-jeans-a7388/A81826-A232521_A7388.html?cgid=220000,Palm Springs Print Jeans,"$1,275",United States,"30,32,34,36",2020-03-30 19:54:46.353848
Clothing,print,$,"Crafted from pure silk twill, this shirt is printed with a heritage Palm Springs motif from the Spring-Summer 2002 runway collection. The lightweight style has a regular fit, sharp collar and button-up front.",https://www.versace.com/us/en-us/men/clothing/palm-springs-print-silk-twill-shirt-a7388/A84050-A232518_A7388.html?cgid=220000,Palm Springs Print Silk Twill Shirt,"$1,275",United States,"37,38,39,40,41,42,43,44,45",2020-03-30 19:54:46.397670
New In,white+black,$,,https://www.versace.com/us/en-us/men/new-arrivals/new-in/squalo-sneakers-knba/DSU7703-DVTREG_KNBA.html?cgid=210000,Squalo Sneakers,$895,United States,"39,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,46,47",2020-03-30 19:54:46.442469
New In,black,$,"In a reference to the Race Car motifs seen on the Spring-Summer 2020 runway, the House's logo placed inside a license plate and printed on this polycarbonate phone case.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/license-plate-logo-phone-case-d41p/DPY8056T-DPOTR_DTU_UNICA_D41P__.html?cgid=210000,License Plate Logo Phone Case,$150,United States,no available,2020-03-30 19:54:46.486831
New In,Black,$,"Following the car-inspired runway theme, this supple calf leather belt features a palladium-tone buckle shaped as a car fender.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/medusa-fender-buckle-belt-d41ip/DCU7980-DVTP1_D41IP.html?cgid=210000,Medusa Fender Buckle Belt,$875,United States,"80,85,90,95,100,105,110,115",2020-03-30 19:54:46.528416
New In,blue,$,"These regular fit, slightly high waisted denim jeans feature tobbacco colored stitching. Enriched with Medusa hardware.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/regular-fit-jeans-a89d/A83814-A230581_A89D.html?cgid=210000,Regular Fit Jeans,$495,United States,"30,31,32,33,34,36,37,38,40,42,44",2020-03-30 19:54:46.573195
New In,white,$,"In a celebration of the House's heritage, this sweatshirt features an emblematic Versace fragrance printed on soft, organic cotton.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/versace-scents-motif-sweatshirt-a1002/A86017-A231242_A1002.html?cgid=210000,Versace Scents Motif Sweatshirt,$775,United States,"S,M,L,XL,2XL,3XL,4XL",2020-03-30 19:54:47.584480
New In,black,$,"In a reference to the Race Car motifs seen on the Spring-Summer 2020 runway, this cotton jacquard sweater features the House's logo placed inside a license plate.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/license-plate-logo-jacquard-sweater-a1008/A85886-A233610_A1008.html?cgid=210000,License Plate Logo Jacquard Sweater,$775,United States,"46,48,50,52,54,56",2020-03-30 19:54:48.091304
New In,white,$,"In a celebration of the House's heritage, this t-shirt features an emblematic Versace fragrance printed on soft, organic cotton.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/versace-scents-motif-t-shirt-a1002/A85575-A228806_A1002.html?cgid=210000,Versace Scents Motif T-Shirt,$525,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:48.282564
New In,black,$,Versace iconography is embraced through Pop Art embroidery of the Medusa Biggie sunglasses placed on the reverse pocket of these slim fit jeans.,https://www.versace.com/us/en-us/men/new-arrivals/new-in/medusa-biggie-motif-jeans-a8008/A86101-A234002_A8008.html?cgid=210000,Medusa Biggie Motif Jeans,$625,United States,"30,32,34,36",2020-03-30 19:54:48.339660
New In,black,$,"Crafted in pure denim, these grey stone wash jeans are easily paired with an array of runway styles - ranging from laminated knits to oversized leather jackets.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/stone-wash-jeans-a8008/A86010-A233979_A8008.html?cgid=210000,Stone Wash Jeans,$575,United States,"30,32,34,36",2020-03-30 19:54:48.375105
New In,gold,$,"In a reference to the Race Car motifs seen on the Spring-Summer 2020 runway, the House's logo placed inside a license plate in reimagined as a pendant on this gold-tone necklace. All Versace Jewelry pieces are lead and nickel free. All materials are hypoallergenic.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/license-plate-logo-necklace-d00h/DG18036-DJMT_DTU_UNICA_D00H__.html?cgid=210000,License Plate Logo Necklace,$450,United States,no available,2020-03-30 19:54:48.408584
New In,white,$,Cotton hat featuring a central Versace Scents print and an adjustable back tab.,https://www.versace.com/us/en-us/men/new-arrivals/new-in/versace-scents-cap-a1001/ICAP004-A234094_A1001.html?cgid=210000,Versace Scents Cap,$395,United States,"M,L,XL",2020-03-30 19:54:48.442347
New In,white,$,"In a celebration of the House's heritage, this t-shirt features vintage advertising of the mythological character Narcissus printed on soft organic cotton.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/versace-scents-motif-t-shirt-a1002/A85576-A228806_A1002.html?cgid=210000,Versace Scents Motif T-Shirt,$525,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:48.478391
New In,black,$,"A casual style, these pure cotton sweatpants are embellished with the Home Signature logo on the leg.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/home-signature-logo-sweatpants-a1690/A86025-A231242_A1690.html?cgid=210000,Home Signature Logo Sweatpants,$895,United States,"S,M,L,XL,2XL,3XL,4XL",2020-03-30 19:54:48.518557
New In,black,$,"Featuring the iconic Medusa and the Versace Home Signature logo, this leather hat has an adjustable back tab.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/medusa-logo-cap-a1008/ICAP004-A234077_A1008.html?cgid=210000,Medusa Logo Cap,$525,United States,"M,L,XL",2020-03-30 19:54:48.554205
New In,black,$,"Crafted in pure organic cotton, this casual t-shirt features a print of the Home Signature logo.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/home-signature-logo-t-shirt-a1690/A85989-A228806_A1690.html?cgid=210000,Home Signature Logo T-Shirt,$450,United States,"XS,S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2020-03-30 19:54:48.916924
New In,black,$,"A casual piece, this oversized shirt is crafted from pure denim in two different washes - giving off a waistcoat effect.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/denim-shirt-a8008/A85151-A234060_A8008.html?cgid=210000,Denim Shirt,"$1,795",United States,"39,40,41",2020-03-30 19:54:49.018222
New In,black,$,"Crafted in soft cotton, this hoodie is embellished with the Home Signature logo.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/home-signature-hoodie-a1690/A86022-A231242_A1690.html?cgid=210000,Home Signature Hoodie,$995,United States,"S,M,L,XL,2XL,3XL",2020-03-30 19:54:49.312066
New In,print,$,"Celebrating that iconic red carpet moment when fashion inspired technological process, these casual shorts feature the Jungle print.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/jungle-print-shorts-a7488/A85954-A234748_A7488.html?cgid=210000,Jungle Print Shorts,$625,United States,"46,48,50,52,54,56",2020-03-30 19:54:49.362129
New In,black,$,"Presenting a nod to 1990s culture, this stretch cotton jeans feature metal eyelets along the legs, referencing icons of the rave and grunge scenes.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/eyelet-jeans-a8008/A86007-A232938_A8008.html?cgid=210000,Eyelet Jeans,$975,United States,"30,32,34,36",2020-03-30 19:54:49.397618
New In,print,$,"Celebrating the 20th anniversary of the iconic ""Jungle Dress"" from the Spring-Summer 2000 Collection that prompted the creation of Google Images, these Chain Reaction sneakers boast the Jungle print - representing a tropical palm tree motif. The shoe is characterized by a lightweight, chain-linked rubber sole inspired by iconic Versace chain jewellery. Signature elements include the iconic Greca pattern, the 'Chain Reaction' logo patch and braille 'love' lettering.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/jungle-print-chain-reaction-sneakers-d3f/DSU7071E-D7VG_D3F.html?cgid=210000,Jungle Print Chain Reaction Sneakers,"$1,075",United States,"39,40,41,41.5,42,42.5,43,44,44.5,45,45.5,46,46.5,47",2020-03-30 19:54:49.434505
New In,black,$,"Inspired by bottle bags carried by bikers, this supple leather bag is enriched with belt accents. Seen on the runway, this style features zip around closure and a front pouch pocket.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/biker-mini-bag-d41ps/DL27821B-DVTEA_DTU_UNICA_D41PS__.html?cgid=210000,Biker Mini Bag,"$1,750",United States,no available,2020-03-30 19:54:49.469654
New In,print,$,"Celebrating that iconic red carpet moment when fashion inspired technological process, this baseball shirt features the Jungle print.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/jungle-print-shirt-a7488/A85919-A234748_A7488.html?cgid=210000,Jungle Print Shirt,$895,United States,"38,39,40,41,42,43,44,45",2020-03-30 19:54:49.507095
New In,print,$,"This t-shirt boasts a Medusa motif printed over a Tie-Dye pattern, inspired by experimentation and innovation in fabric treatment - more specifically, achieving a tie-dye effect on leather.",https://www.versace.com/us/en-us/men/new-arrivals/new-in/medusa-tie-dye-t-shirt-a7870/A86783-A234717_A7870.html?cgid=210000,Medusa Tie-Dye T-Shirt,$525,United States,"XS,S,M,L,XL,2XL,3XL,4XL",2020-03-30 19:54:49.547500
Clothing,black,$,Intricate lace in classic black brings an opulent finish to this semi-sheer T-shirt. Scalloped edges on the sleeves and hems completes the piece on a refined note.,https://www.versace.com/us/en-us/men/clothing/barocco-lace-t-shirt-a1008/AUU10013-A232742_A1008.html?cgid=220000,Barocco Lace T-Shirt,$250,United States,"3,4,5,6,7,8",2020-03-30 19:54:49.586246
Clothing,white/gold,$,The Greca and Medusa Head detail waistband signifies the Versace brand. Now available in bi-pack.,https://www.versace.com/us/en-us/men/clothing/greca-trunks-two-pack-a81h/AU10181-AC00059_A81H.html?cgid=220000,Greca Trunks Two-Pack,$125,United States,8,2020-03-30 19:54:50.237253
Clothing,print,$,"Crafted from soft, stretch cotton, these briefs feature the iconic Jungle print that was famously reprised on the Spring-Summer 2020 runway.",https://www.versace.com/us/en-us/men/clothing/jungle-print-briefs-a7488/AUU87000-A234900_A7488.html?cgid=220000,Jungle Print Briefs,$125,United States,"3,4,5,6,7,8",2020-03-30 19:54:50.772925
Clothing,print,$,"These socks boast the Barocco Western print, featuring mixed elements of hardware found on denim, stars and Baroque motifs.",https://www.versace.com/us/en-us/men/clothing/barocco-western-print-socks-a7008/ICZ0003-A233687_A7008.html?cgid=220000,Barocco Western Print Socks,$225,United States,"S,M,L",2020-03-30 19:54:50.864939
Clothing,blue,$,"Hooded gym jacket in the heritage Barocco print with a central zip closure, enriched with a Medusa emblem.",https://www.versace.com/us/en-us/men/clothing/barocco-print-gym-jacket-a4380/ABU07026-AN00269_A4380.html?cgid=220000,Barocco Print Gym Jacket,$895,United States,"46,48,50,52,54,56",2020-03-30 19:54:50.964792
Clothing,Yellow,$,"Soft, stretch cotton undershirt with a Medusa logo.",https://www.versace.com/us/en-us/men/clothing/medusa-logo-undershirt-a1018/AUU01012-A232741_A1018.html?cgid=220000,Medusa Logo Undershirt,$75,United States,"3,4,5,6,7,8",2020-03-30 19:54:51.035037
Bags,black,$,"The Virtus bag line takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality calf leather in the Jungle print, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The style is enriched with braided leather accents on the top flap, while the inside features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/jungle-print-virtus-shoulder-bag-dnfot/DBFG985-DVS2P_DTU_UNICA_DNFOT__.html?cgid=142000,Jungle Print Virtus Shoulder Bag,"$2,850",United States,no available,2020-03-30 19:54:51.118174
Bags,print,$,"Crafted from supple leather in the iconic Jungle print, this wallet is embellished with emblematic Barocco V hardware - a bold symbol of the House's aesthetic heritage. This elegant style features a chain shoulder strap and magnetic flap over closure.",https://www.versace.com/us/en-us/women/bags/jungle-print-virtus-mini-chain-wallet-kvemt/DP3H538V-D3VSTP_DTU_UNICA_KVEMT__.html?cgid=142000,Jungle Print Virtus Mini Chain Wallet,$675,United States,no available,2020-03-30 19:54:51.207112
Clothing,print,$,"A statement piece, these swim trunks boast the iconic Jungle print - famously reprised on the Spring-Summer 2020 runway.",https://www.versace.com/us/en-us/men/clothing/jungle-print-swim-trunks-a7488/ABU87000-A234899_A7488.html?cgid=220000,Jungle Print Swim Trunks,$425,United States,"3,4,5,6,7,8",2020-03-30 19:54:51.395509
Bags,pink,$,"A statement style, the new fold over clutch bag features turn lock closure and boasts a central gold-tone metal Barocco letter V - a bold symbol of the House's aesthetic heritage. The python leather bag has flat internal pockets. The Virtus bag line takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/virtus-python-fold-over-clutch-bag-d6sot/DBSH486-D3PML_DTU_UNICA_D6SOT__.html?cgid=142000,Virtus Python Fold Over Clutch Bag,"$3,225",United States,no available,2020-03-30 19:54:51.462869
Bags,pink,$,"The Virtus bag line takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality calf leather in the Tie-Dye print, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/tie-dye-print-virtus-shoulder-bag-dbft/DBFG985-D2VSTD_DTU_UNICA_DBFT__.html?cgid=142000,Tie-Dye Print Virtus Shoulder Bag,"$2,325",United States,no available,2020-03-30 19:54:51.514280
Bags,print,$,"The Virtus bag line takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality calf leather in the Jungle print, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The style is enriched with braided leather accents on the top flap, while the inside features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/jungle-print-virtus-shoulder-bag-dbvot/DBFG985-DVS2P_DTU_UNICA_DBVOT__.html?cgid=142000,Jungle Print Virtus Shoulder Bag,"$2,850",United States,no available,2020-03-30 19:54:51.557435
Bags,pink,$,"The Virtus bag line takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality python leather, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/virtus-python-shoulder-bag-d6sot/DBFG985-D3PML_DTU_UNICA_D6SOT__.html?cgid=142000,Virtus Python Shoulder Bag,"$3,350",United States,no available,2020-03-30 19:54:51.624872
Bags,pink,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The luxurious python leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/virtus-python-bucket-bag-d6sot/DBFH523-D3PML_DTU_UNICA_D6SOT__.html?cgid=142000,Virtus Python Bucket Bag,"$2,225",United States,no available,2020-03-30 19:54:51.713222
Bags,violet,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The luxurious python leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/virtus-python-bucket-bag-k1dot/DBFH523-D2PRL_DTU_UNICA_K1DOT__.html?cgid=142000,Virtus Python Bucket Bag,"$2,225",United States,no available,2020-03-30 19:54:51.788606
Bags,black,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The supple leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/virtus-bucket-bag-k41ot/DBFH523-D5VIT_DTU_UNICA_K41OT__.html?cgid=142000,Virtus Bucket Bag,"$1,725",United States,no available,2020-03-30 19:54:51.846455
Bags,print,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. Boasting the Tie-Dye print, the supple leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/tie-dye-print-virtus-bucket-bag-dbvot/DBFH470-D2VSTD_DTU_UNICA_DBVOT__.html?cgid=142000,Tie-Dye Print Virtus Bucket Bag,"$2,225",United States,no available,2020-03-30 19:54:51.909007
Bags,white,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The supple leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/virtus-bucket-bag-k0aot/DBFH523-D5VIT_DTU_UNICA_K0AOT__.html?cgid=142000,Virtus Bucket Bag,"$1,725",United States,no available,2020-03-30 19:54:51.956396
Bags,green,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The luxurious python leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/virtus-python-bucket-bag-kvdot/DBFH523-D3PML_DTU_UNICA_KVDOT__.html?cgid=142000,Virtus Python Bucket Bag,"$2,225",United States,no available,2020-03-30 19:54:51.995738
Bags,black,$,"Taking its name from a Roman deity, the Virtus bag symbolizes strength, courage, and character. Crafted in supple calf leather, the tote is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif.",https://www.versace.com/us/en-us/women/bags/virtus-tote-bag-k41ot/DBFH466-D2VCB_DTU_UNICA_K41OT__.html?cgid=142000,Virtus Tote Bag,"$1,475",United States,no available,2020-03-30 19:54:52.130868
Bags,white,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The supple leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/large-virtus-bucket-bag-k0aot/DBFH488-D5VIT_DTU_UNICA_K0AOT__.html?cgid=142000,Large Virtus Bucket Bag,"$2,225",United States,no available,2020-03-30 19:54:52.173535
Bags,black,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. The supple leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/large-virtus-bucket-bag-k41ot/DBFH488-D5VIT_DTU_UNICA_K41OT__.html?cgid=142000,Large Virtus Bucket Bag,"$2,225",United States,no available,2020-03-30 19:54:52.215220
